date,bank,tipo,buy,sell
2025-03-06,Scotiabank,Dólar (USD) Sucursales,60.9,62.85
2025-03-06,Scotiabank,Dólar (USD) Canales Digitales*,61.05,62.8
2025-03-06,Banreservas,,61.25,62.75
2025-03-06,Banco Popular,,61.05,62.8
2025-03-06,BHD,,61.05,62.8
2025-03-06,Santa Cruz,,61.8,62.8
2025-03-06,Banco Caribe,,61.8,62.8
2025-03-06,BDI,,62,62.8
2025-03-06,Vimenca,,61.8,62.8
2025-03-06,BLH,,61.7,62.85
2025-03-06,Promerica,,61.5,62.8
2025-03-06,Banesco,,60.7,62.8
2025-03-06,Lafise,,0,0
2025-03-06,Ademi,,61.9,62.8
