date,bank,tipo,buy,sell
2025-03-12,Scotiabank,Dólar (USD) Sucursales,61,62.95
2025-03-12,Scotiabank,Dólar (USD) Canales Digitales*,61.15,62.9
2025-03-12,Banreservas,,61.4,62.9
2025-03-12,Banco Popular,,61.2,62.95
2025-03-12,BHD,,61.2,62.949999999999996
2025-03-12,Santa Cruz,,62,63
2025-03-12,Banco Caribe,,61.949999999999996,62.949999999999996
2025-03-12,BDI,,62.1,62.949999999999996
2025-03-12,Vimenca,,61.949999999999996,62.949999999999996
2025-03-12,BLH,,61.75,62.95
2025-03-12,Promerica,,61.55,62.949999999999996
2025-03-12,Banesco,,61,62.949999999999996
2025-03-12,Lafise,,61.45,62.95
2025-03-12,Ademi,,62.05,62.949999999999996
