date,bank,tipo,buy,sell
2025-03-17,Scotiabank,Dólar (USD) Sucursales,61.2,63.15
2025-03-17,Scotiabank,Dólar (USD) Canales Digitales*,61.35,63.1
2025-03-17,Banreservas,,61.6,63.1
2025-03-17,Banco Popular,,61.3,63.2
2025-03-17,BHD,,61.4,63.15
2025-03-17,Santa Cruz,,62.2,63.2
2025-03-17,Banco Caribe,,62.2,63.2
2025-03-17,BDI,,62.3,63.2
2025-03-17,Vimenca,,62.2,63.2
2025-03-17,BLH,,62,63.25
2025-03-17,Promerica,,61.75,63.2
2025-03-17,Banesco,,61.25,63.2
2025-03-17,Lafise,,61.7,63.2
2025-03-17,Ademi,,62.1,63.15
2025-03-17,Quezada,,62.6,63.3
