date,bank,tipo,buy,sell
2025-03-02,Scotiabank,Dólar (USD) Sucursales,60.6,62.55
2025-03-02,Scotiabank,Dólar (USD) Canales Digitales*,60.75,62.5
2025-03-02,Banreservas,,60.8,62.3
2025-03-02,Banco Popular,,60.9,62.65
2025-03-02,BHD,,60.75,62.5
2025-03-02,Santa Cruz,,61.5,62.5
2025-03-02,Banco Caribe,,61.5,62.5
2025-03-02,BDI,,61.6,62.4
2025-03-02,Vimenca,,61.5,62.5
2025-03-02,BLH,,61.5,62.65
2025-03-02,Promerica,,61.4,62.65
2025-03-02,Banesco,,60.55,62.5
2025-03-02,Lafise,,61,62.5
2025-03-02,Ademi,,61.65,62.5
