date,bank,tipo,buy,sell
2025-03-18,Scotiabank,Dólar (USD) Sucursales,61.35,63.3
2025-03-18,Scotiabank,Dólar (USD) Canales Digitales*,61.5,63.25
2025-03-18,Banreservas,,61.7,63.2
2025-03-18,Banco Popular,,61.3,63.25
2025-03-18,BHD,,61.449999999999996,63.25
2025-03-18,Santa Cruz,,62.25,63.25
2025-03-18,Banco Caribe,,62.25,63.25
2025-03-18,BDI,,62.3,63.25
2025-03-18,Vimenca,,62.25,63.25
2025-03-18,BLH,,62.1,63.25
2025-03-18,Promerica,,61.8,63.25
2025-03-18,Banesco,,61.3,63.25
2025-03-18,Lafise,,61.75,63.25
2025-03-18,Ademi,,62.2,63.25
2025-03-18,Quezada,,62.6,63.3
