date,bank,tipo,buy,sell
2025-03-19,Scotiabank,Dólar (USD) Sucursales,61.35,63.3
2025-03-19,Scotiabank,Dólar (USD) Canales Digitales*,61.5,63.25
2025-03-19,Banreservas,,61.7,63.2
2025-03-19,Banco Popular,,61.3,63.25
2025-03-19,BHD,,61.449999999999996,63.25
2025-03-19,Santa Cruz,,62.25,63.25
2025-03-19,Banco Caribe,,62.25,63.25
2025-03-19,BDI,,62.3,63.25
2025-03-19,Vimenca,,62.25,63.25
2025-03-19,BLH,,62.1,63.25
2025-03-19,Promerica,,61.8,63.25
2025-03-19,Banesco,,61.3,63.25
2025-03-19,Lafise,,61.75,63.25
2025-03-19,Ademi,,62.2,63.25
2025-03-19,Quezada,,62.6,63.3
