date,bank,tipo,buy,sell
2025-03-13,Scotiabank,Dólar (USD) Sucursales,61,62.95
2025-03-13,Scotiabank,Dólar (USD) Canales Digitales*,61.15,62.9
2025-03-13,Banreservas,,61.449999999999996,62.949999999999996
2025-03-13,Banco Popular,,61.25,63
2025-03-13,BHD,,61.25,63
2025-03-13,Santa Cruz,,62,63
2025-03-13,Banco Caribe,,62,63
2025-03-13,BDI,,62.2,63
2025-03-13,Vimenca,,0,0
2025-03-13,BLH,,62,63.05
2025-03-13,Promerica,,61.6,63
2025-03-13,Banesco,,61.1,63
2025-03-13,Lafise,,61.5,63
2025-03-13,Ademi,,62.15,63
