date,bank,tipo,buy,sell
2025-03-10,Scotiabank,Dólar (USD) Sucursales,60.95,62.9
2025-03-10,Scotiabank,Dólar (USD) Canales Digitales*,61.1,62.85
2025-03-10,Banreservas,,61.3,62.8
2025-03-10,Banco Popular,,61.1,62.85
2025-03-10,BHD,,61.1,62.849999999999994
2025-03-10,Santa Cruz,,61.9,62.9
2025-03-10,Banco Caribe,,61.849999999999994,62.849999999999994
2025-03-10,BDI,,62,62.9
2025-03-10,Vimenca,,61.849999999999994,62.849999999999994
2025-03-10,BLH,,61.7,62.9
2025-03-10,Promerica,,61.5,62.9
2025-03-10,Banesco,,60.75,62.849999999999994
2025-03-10,Lafise,,61.94,62.85
2025-03-10,Ademi,,61.9,62.849999999999994
