date,bank,tipo,buy,sell
2025-03-26,Scotiabank,Dólar (USD) Sucursales,61.5,63.45
2025-03-26,Scotiabank,Dólar (USD) Canales Digitales*,61.65,63.4
2025-03-26,Banreservas,,61.849999999999994,63.349999999999994
2025-03-26,Banco Popular,,61.5,63.45
2025-03-26,BHD,,61.65,63.449999999999996
2025-03-26,Santa Cruz,,62.449999999999996,63.449999999999996
2025-03-26,Banco Caribe,,62.449999999999996,63.449999999999996
2025-03-26,BDI,,62.5,63.449999999999996
2025-03-26,Vimenca,,62.4,63.449999999999996
2025-03-26,BLH,,62.3,63.45
2025-03-26,Promerica,,61.949999999999996,63.4
2025-03-26,Ademi,,62.4,63.449999999999996
2025-03-26,Quezada,,62.849999999999994,63.6
