date,bank,tipo,buy,sell
2025-03-07,Scotiabank,Dólar (USD) Sucursales,60.9,62.85
2025-03-07,Scotiabank,Dólar (USD) Canales Digitales*,61.05,62.8
2025-03-07,Banreservas,,61.25,62.75
2025-03-07,Banco Popular,,61.05,62.8
2025-03-07,BHD,,61.05,62.8
2025-03-07,Santa Cruz,,61.8,62.8
2025-03-07,Banco Caribe,,61.8,62.8
2025-03-07,BDI,,62,62.8
2025-03-07,Vimenca,,61.8,62.8
2025-03-07,BLH,,61.7,62.85
2025-03-07,Promerica,,61.5,62.8
2025-03-07,Banesco,,60.7,62.8
2025-03-07,Lafise,,61.3,62.8
2025-03-07,Ademi,,61.9,62.8
